gene_name	segmentation_preselection_corellation	Pearson	PearsonVar	Spearman	SpearmanVar	MSE	MSEVar	pVal	qVal	number_of_features	nzero_value	number_of_features_ols	nzero_ols	only_zero_coefficients_ols
ENSG00000007350_10	Pearson	0	0	0	0	0.735183706725696	0.276061143857375	1	1	11	10	10	0	1
ENSG00000062822_10	Pearson	0.0193057657528894	0.00223627554783262	0.0372677996249965	0.00833333333333333	1.17388478941305	0.962932534286324	0.717685644210786	1	NA	NA	2	0	1
ENSG00000065675_10	Pearson	0.0103322399468965	0.00064053109392146	-0.0166666666666667	0.00166666666666667	1.14246203982325	0.556074201169057	0.95	1	NA	NA	3	0	1
ENSG00000077254_10	Pearson	0	0	0	0	1.27394762301803	1.46036788780542	1	1	NA	NA	2	0	1
ENSG00000078589_10	Pearson	0.0453437137568266	0.00503281276464442	0.116666666666667	0.0576666666666666	1.36577172867673	1.37973120049123	1	1	NA	NA	10	0	1
ENSG00000105205_10	Pearson	0.0268967485111021	0.00434061048281683	0.0666666666666667	0.0266666666666667	1.51995443844687	1.18306912151202	0.516666666666667	1	NA	NA	4	0	1
ENSG00000151490_10	Pearson	0	0	0	0	1.21860668517022	0.639465350955954	1	1	NA	NA	3	0	1
ENSG00000162437_10	Pearson	0.0385297177261382	0.00570912598584842	0.05	0.007	1.67784096579699	8.19708027488719	0.758833070490857	1	NA	NA	4	0	1
ENSG00000163814_10	Pearson	0.0290298203697114	0.00505638282418627	0	0	1.13478829014038	0.821152351719222	1	1	NA	NA	1	0	1
ENSG00000166579_10	Pearson	0.0249619679357666	0.00373859905935745	0.0372677996249965	0.00833333333333333	0.852095330576092	0.530470777896956	0.717685644210786	1	NA	NA	2	0	1
ENSG00000175970_10	Pearson	0.0342467447879773	0.00703703717143711	0.0833333333333333	0.0416666666666667	1.17128363177251	1.03253776852763	0.45	1	NA	NA	4	0	1
ENSG00000186529_10	Pearson	0.0422259407250047	0.0106981804206696	-0.00854981960070962	0.00043859649122807	1.19123811045954	1.17162531035236	0.934712848108234	1	NA	NA	2	0	1
ENSG00000198796_10	Pearson	0	0	0	0	3.85624634924761	27.1235581929178	1	1	NA	NA	1	0	1
ENSG00000206145_10	Pearson	0.00260447837960193	4.06998457788833e-05	0.0170996392014192	0.00175438596491228	1.86258287988978	3.4003179233101	0.869597920518565	1	NA	NA	6	0	1
ENSG00000211962_10	Pearson	0	0	0	0	1.5341604624184	1.04428510297539	1	1	NA	NA	1	0	1
ENSG00000215267_10	Pearson	0	0	0	0	1.33170265950718	2.48650125736378	1	1	NA	NA	10	0	1
ENSG00000219699_10	Pearson	0.0450641021519481	0.0121846398165673	-0.00854981960070962	0.00043859649122807	2.2725262136867	1.96326126953191	0.934712848108234	1	NA	NA	10	0	1
ENSG00000225531_10	Pearson	0	0	0	0	0.898489528348375	0.0643004316597991	1	1	NA	NA	9	0	1
ENSG00000225693_10	Pearson	0.00152830288281325	1.40142582096917e-05	0	0	3.33402057337848	31.2731603197704	1	1	NA	NA	4	0	1
ENSG00000227698_10	Pearson	0	0	0	0	2.12260770146879	0.465217962543169	1	1	NA	NA	3	0	1
ENSG00000228886_10	Pearson	0.0492909594228719	0.00604262792117782	0.0666666666666667	0.0386666666666666	1.16931151977564	0.44764862137363	0.259190923772766	1	NA	NA	3	0	1
ENSG00000229591_10	Pearson	0.0383438413624433	0.00648497576665889	0.1	0.028	0.976136069941931	0.373457821412734	1	1	NA	NA	8	0	1
ENSG00000234999_10	Pearson	0	0	0	0	1.08363553592503	0.190759228395821	1	1	NA	NA	2	0	1
ENSG00000236304_10	Pearson	0.0105723357133494	0.000670645694614575	0.0333333333333333	0.00666666666666666	1.9365785639712	3.14373710041995	0.783333333333333	1	NA	NA	2	0	1
ENSG00000237547_10	Pearson	0.0235619623083772	0.00333099640692834	-0.0166666666666667	0.00166666666666667	1.24845518659897	0.846108875042278	0.95	1	NA	NA	3	0	1
ENSG00000247708_10	Pearson	0.0299847961304933	0.00279334726384801	0.0666666666666667	0.0266666666666667	1.62322482482471	1.55201705546032	1	1	NA	NA	3	0	1
ENSG00000257878_10	Pearson	0.0170440046917065	0.00174298857558548	0.0186338998124982	0.00208333333333333	1.85333680874828	1.07324524852686	0.857944617605099	1	NA	NA	3	0	1
ENSG00000260425_10	Pearson	0.0349547110606232	0.0073309909519899	0.00854981960070962	0.00043859649122807	0.710993603214187	0.478403350753886	0.934712848108234	1	NA	NA	1	0	1
ENSG00000260861_10	Pearson	0	0	0	0	1.22205868350297	0.147667571399447	1	1	NA	NA	3	0	1
ENSG00000261026_10	Pearson	0.0445817860799508	0.00714152495891077	0.1	0.088	1.79811604331945	1.93076409864978	1	1	NA	NA	7	0	1
ENSG00000261359_10	Pearson	0.0454251559857186	0.010262479858141	0.133333333333333	0.0466666666666666	1.25587455809644	0.86019777476456	0.247370787611931	1	NA	NA	9	0	1
ENSG00000263006_10	Pearson	0.0426623639855034	0.010593609755462	0.0166666666666667	0.0496666666666666	1.18370941064667	0.11830211974254	0.707203785571239	1	NA	NA	4	0	1
ENSG00000263756_10	Pearson	0.0271732463519103	0.00443031190380963	-0.0559016994374947	0.01875	0.995872569312303	0.261034106641857	0.581090672821711	1	NA	NA	7	0	1
ENSG00000264357_10	Pearson	0.0212311583920261	0.00270457252000379	0	0	1.58286840829766	1.76575680970201	1	1	NA	NA	2	0	1
ENSG00000264653_10	Pearson	0	0	0	0	1.18925285488228	1.6025662086585	1	1	NA	NA	9	0	1
ENSG00000265737_10	Pearson	0	0	0	0	0.898784638660053	0.199658279907865	1	1	NA	NA	2	0	1
ENSG00000265879_10	Pearson	0.0196289202749042	0.00231176706695126	-0.0372677996249965	0.00833333333333333	1.47948543752949	0.296939158697566	0.717685644210786	1	NA	NA	8	0	1
ENSG00000267141_10	Pearson	0	0	0	0	1.3399631851894	0.312580255106014	1	1	NA	NA	3	0	1
ENSG00000267424_10	Pearson	0.0445189442889573	0.00313561819990936	0.0014896050503052	0.0671026004500477	1.33836753838599	1.55729516578443	0.23322671275876	1	NA	NA	7	0	1
ENSG00000276900_10	Pearson	0.0306200137549397	0.00305592004859972	-0.0666666666666667	0.0146666666666667	1.77979170982744	0.394865384264991	0.681807643477163	1	NA	NA	8	0	1
ENSG00000276931_10	Pearson	0.00420434366313222	0.00010605903382632	0.0666666666666667	0.0266666666666667	1.08476798426908	0.264104134088071	0.516666666666667	1	NA	NA	2	0	1
ENSG00000279656_10	Pearson	0.00351010033359566	7.39248261114501e-05	-0.058925565098879	0.0208333333333333	0.769173356575566	0.373750121028096	0.559404344163488	1	NA	NA	3	0	1
ENSG00000285895_10	Pearson	0	0	0	0	0.858966506946197	0.130710605554252	1	1	NA	NA	2	0	1
ENSG00000287376_10	Pearson	0	0	0	0	0.756073417708726	1.0214733921746	1	1	NA	NA	4	0	1
ENSG00000287989_10	Pearson	0.0442071500217422	0.011725632678269	0.0166666666666667	0.00166666666666667	2.97439894934318	3.59664272272849	0.95	1	NA	NA	14	0	1
